"","Chi-square","P-value","Odds Ratio (Anaphylaxis/Not)"
"Blood bilirubin decreased",9.67273894802013e-31,0.999999999999999,0
"Euphoric mood",9.67273894802013e-31,0.999999999999999,0
"Stress echocardiogram",9.67273894802013e-31,0.999999999999999,0
"Clumsiness",9.67273894802013e-31,0.999999999999999,0
"Tracheostomy",9.67273894802013e-31,0.999999999999999,0
"Eosinophil percentage decreased",9.67273894802013e-31,0.999999999999999,0
"Blood calcium normal",9.67273894802013e-31,0.999999999999999,0
"Mean cell volume normal",9.67273894802013e-31,0.999999999999999,0
"Systemic lupus erythematosus",9.67273894802013e-31,0.999999999999999,0
"Ear disorder",9.67273894802013e-31,0.999999999999999,0
"Tearfulness",9.67273894802013e-31,0.999999999999999,0
"HIV antibody negative",9.67273894802013e-31,0.999999999999999,0
"Extubation",9.67273894802013e-31,0.999999999999999,0
"Mean cell volume decreased",9.67273894802013e-31,0.999999999999999,0
"Muscle disorder",9.67273894802013e-31,0.999999999999999,0
"Pericardial effusion",9.67273894802013e-31,0.999999999999999,0
"Spinal X-ray",9.67273894802013e-31,0.999999999999999,0
"Pneumonitis",9.67273894802013e-31,0.999999999999999,0
"Neutrophil count normal",9.67273894802013e-31,0.999999999999999,0
"Photopsia",9.67273894802013e-31,0.999999999999999,0
"Deafness neurosensory",9.67273894802013e-31,0.999999999999999,0
"Alanine aminotransferase normal",9.67273894802013e-31,0.999999999999999,0
"Cerebellar syndrome",9.67273894802013e-31,0.999999999999999,0
"Rotator cuff syndrome",9.67273894802013e-31,0.999999999999999,0
"Blood folate normal",9.67273894802013e-31,0.999999999999999,0
"Uterine contractions during pregnancy",9.67273894802013e-31,0.999999999999999,0
"Injection site irritation",9.67273894802013e-31,0.999999999999999,0
"Groin pain",9.67273894802013e-31,0.999999999999999,0
"Renal failure chronic",9.67273894802013e-31,0.999999999999999,0
"Electrophoresis protein",9.67273894802013e-31,0.999999999999999,0
"Blood human chorionic gonadotropin decreased",9.67273894802013e-31,0.999999999999999,0
"Blood human chorionic gonadotropin positive",9.67273894802013e-31,0.999999999999999,0
"Blood magnesium normal",9.67273894802013e-31,0.999999999999999,0
"Bed rest",9.67273894802013e-31,0.999999999999999,0
"Pregnancy test positive",9.67273894802013e-31,0.999999999999999,0
"Hepatic failure",9.67273894802013e-31,0.999999999999999,0
"Proteinuria",9.67273894802013e-31,0.999999999999999,0
"Tonsillar hypertrophy",9.67273894802013e-31,0.999999999999999,0
"Hemiplegia",9.67273894802013e-31,0.999999999999999,0
"Anisocytosis",9.67273894802013e-31,0.999999999999999,0
"Inappropriate antidiuretic hormone secretion",9.67273894802013e-31,0.999999999999999,0
"Monocyte percentage decreased",9.67273894802013e-31,0.999999999999999,0
"Pneumonia staphylococcal",9.67273894802013e-31,0.999999999999999,0
"Anion gap increased",9.67273894802013e-31,0.999999999999999,0
"Urine human chorionic gonadotropin positive",9.67273894802013e-31,0.999999999999999,0
"Facial spasm",9.67273894802013e-31,0.999999999999999,0
"Hyperacusis",9.67273894802013e-31,0.999999999999999,0
"Urobilin urine present",9.67273894802013e-31,0.999999999999999,0
"Otitis media acute",9.67273894802013e-31,0.999999999999999,0
"Tongue paralysis",9.67273894802013e-31,0.999999999999999,0
"Monoplegia",9.67273894802013e-31,0.999999999999999,0
"Blood uric acid normal",9.67273894802013e-31,0.999999999999999,0
"Ascites",9.67273894802013e-31,0.999999999999999,0
"Varicella",9.67273894802013e-31,0.999999999999999,0
"Basedow's disease",9.67273894802013e-31,0.999999999999999,0
"Weight increased",9.67273894802013e-31,0.999999999999999,0
"Hepatic enzyme increased",9.67273894802013e-31,0.999999999999999,0
"Diabetes mellitus inadequate control",9.67273894802013e-31,0.999999999999999,0
"Laryngoscopy",9.67273894802013e-31,0.999999999999999,0
"Reticulocyte count increased",9.67273894802013e-31,0.999999999999999,0
"Treponema test negative",9.67273894802013e-31,0.999999999999999,0
"Lung infiltration",9.67273894802013e-31,0.999999999999999,0
"Neutrophil percentage",1.30186272667836,0.253873255306807,0
"Computerised tomogram abdomen abnormal",1.49856114379299e-27,0.999999999999969,0
"Pregnancy test negative",1.49856114379299e-27,0.999999999999969,0
"Postural orthostatic tachycardia syndrome",2.22066574367145e-24,0.999999999998811,0
"Prenatal screening test abnormal",2.22066574367145e-24,0.999999999998811,0
"Foetal heart rate decreased",2.22066574367145e-24,0.999999999998811,0
"Radial nerve palsy",1.49856114379299e-27,0.999999999999969,0
"Stevens-Johnson syndrome",2.22066574367145e-24,0.999999999998811,0
"Fluid intake reduced",1.63056854044922e-25,0.999999999999678,0
"Sweat test normal",2.22066574367145e-24,0.999999999998811,0
"Tympanic membrane perforation",2.22066574367145e-24,0.999999999998811,0
"Temperature regulation disorder",1.49856114379299e-27,0.999999999999969,0
"Albumin globulin ratio increased",2.22066574367145e-24,0.999999999998811,0
"Biopsy stomach normal",2.22066574367145e-24,0.999999999998811,0
"Complicated migraine",2.22066574367145e-24,0.999999999998811,0
"Bronchial secretion retention",2.22066574367145e-24,0.999999999998811,0
"Nasal dryness",1.49856114379299e-27,0.999999999999969,0
"Virus culture negative",1.49856114379299e-27,0.999999999999969,0
"Biopsy skin normal",2.22066574367145e-24,0.999999999998811,0
"Sedation",2.22066574367145e-24,0.999999999998811,0
"Cerebral haemorrhage",2.22066574367145e-24,0.999999999998811,0
"Blood zinc",2.22066574367145e-24,0.999999999998811,0
"Lipids normal",1.49856114379299e-27,0.999999999999969,0
"Ophthalmological examination abnormal",2.22066574367145e-24,0.999999999998811,0
"Gingival ulceration",2.22066574367145e-24,0.999999999998811,0
"Mood altered",2.22066574367145e-24,0.999999999998811,0
"Rib fracture",2.22066574367145e-24,0.999999999998811,0
"Cardiopulmonary failure",2.22066574367145e-24,0.999999999998811,0
"Ultrasound uterus",7.35636114805013e-26,0.999999999999784,0
"Pulmonary haemorrhage",2.22066574367145e-24,0.999999999998811,0
"Hepatic encephalopathy",2.22066574367145e-24,0.999999999998811,0
